Supplementary_Table2: Summary of random mutation data (ART-Random),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
id,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
190,sample_190,1565,0.064701505,982,0.040598644,967,0.039978502,979,0.040474616,975,0.040309244,24188,0.344675,0,2.463352592,-0.074746279,-0.159266728
191,sample_191,1049,0.08886818,455,0.038546256,448,0.037953236,460,0.038969841,486,0.041172484,11804,0.163799,13,4.893140989,-0.285658667,-0.368380362
192,sample_192,1023,0.086665537,475,0.040240596,454,0.038461538,449,0.038037953,448,0.037953236,11804,0.163799,13,4.671680787,-0.111540807,-0.315896906
193,sample_193,1162,0.076872188,590,0.03903149,595,0.039362265,624,0.041280762,614,0.040619211,15116,0.212229,13,3.687028796,-0.235793874,-0.222894667
194,sample_194,1178,0.077930669,605,0.040023816,615,0.040685366,601,0.039759196,623,0.041214607,15116,0.212229,13,3.793451588,-0.133818125,-0.086281208
195,sample_195,1433,0.0675561,863,0.040684518,879,0.041438808,877,0.041344522,880,0.041485951,21212,0.301346,0,2.750361987,-0.065921468,-0.008486503
196,sample_196,1226,0.076720901,643,0.040237797,637,0.039862328,625,0.039111389,658,0.041176471,15980,0.224883,13,3.671817929,-0.111828461,-0.171261961
197,sample_197,1213,0.075907384,646,0.040425532,640,0.040050063,652,0.040801001,640,0.040050063,15980,0.224883,13,3.590024556,-0.092536028,-0.151877896
198,sample_198,941,0.098554671,393,0.041160452,386,0.040427315,386,0.040427315,375,0.039275241,9548,0.130564,13,5.867049179,-0.017012388,-0.112925697
199,sample_199,927,0.097088395,382,0.040008379,385,0.040322581,394,0.041265186,367,0.038437369,9548,0.130564,13,5.719625525,-0.135404509,-0.123739737
200,sample_200,1495,0.066279482,915,0.040565703,935,0.041452385,912,0.040432701,932,0.041319383,22556,0.32027,0,2.622007056,-0.078131421,-0.007084649
201,sample_201,1977,0.057211483,1425,0.041237412,1422,0.041150596,1410,0.040803334,1409,0.040774395,34556,0.49539,0,1.710283814,-0.009103716,-0.038245108
202,sample_202,872,0.109492717,311,0.039050728,319,0.040055249,315,0.039552988,293,0.036790558,7964,0.107482,13,6.966792402,-0.233816845,-0.151342424
203,sample_203,881,0.110622803,311,0.039050728,289,0.036288297,312,0.039176293,298,0.037418383,7964,0.107482,13,7.080414499,-0.233816845,-0.540289382
204,sample_204,1797,0.06029392,1211,0.04063213,1236,0.041470943,1199,0.040229499,1223,0.04103476,29804,0.426251,0,2.020201114,-0.071305116,-0.005168457
205,sample_205,1612,0.061971398,1059,0.040711979,1046,0.04021221,1075,0.04132708,1058,0.040673535,26012,0.371298,0,2.188859624,-0.063099467,-0.135135803
206,sample_206,1633,0.062778718,1047,0.040250654,1049,0.040327541,1054,0.04051976,1073,0.041250192,26012,0.371298,0,2.270029913,-0.110507292,-0.123227554
207,sample_207,1165,0.080656328,578,0.040016616,559,0.038701191,564,0.039047355,576,0.03987815,14444,0.202247,13,4.067497274,-0.134558021,-0.291152214
208,sample_208,891,0.105518712,326,0.038607295,338,0.040028423,337,0.039909995,321,0.038015159,8444,0.114672,13,6.567234216,-0.279385971,-0.154112282
209,sample_209,911,0.107887257,312,0.036949313,309,0.036594031,318,0.037659877,315,0.037304595,8444,0.114672,13,6.805374746,-0.449767432,-0.508721604
210,sample_210,1294,0.074078315,701,0.040130524,721,0.041275475,712,0.040760247,713,0.040817495,17468,0.246178,13,3.406124536,-0.122852288,-0.025351042
211,sample_211,1280,0.073276849,698,0.039958782,690,0.039500801,703,0.040245019,716,0.040989237,17468,0.246178,13,3.325542841,-0.140501308,-0.208590453
212,sample_212,1487,0.065368384,934,0.041058555,933,0.041014595,907,0.039871637,925,0.040662915,22748,0.323535,0,2.530402577,-0.027483856,-0.05228759
213,sample_213,957,0.094081793,405,0.039815179,386,0.037947306,393,0.03863547,415,0.04079827,10172,0.140022,13,5.417332914,-0.155258563,-0.368992635
214,sample_214,971,0.09545812,388,0.038143924,389,0.038242234,405,0.039815179,386,0.037947306,10172,0.140022,13,5.555712883,-0.327003957,-0.338540673
215,sample_215,1974,0.057685564,1400,0.040911748,1419,0.041466978,1414,0.041320865,1407,0.041116306,34220,0.490808,0,1.757949326,-0.042570392,-0.005577865
216,sample_216,1562,0.065224653,955,0.039878069,969,0.040462669,962,0.040170369,973,0.040629698,23948,0.340869,0,2.51595148,-0.148795689,-0.109275259
217,sample_217,1681,0.062770724,1082,0.040403286,1102,0.041150112,1082,0.040403286,1104,0.041224795,26780,0.38256,0,2.269226264,-0.094822111,-0.038295093
218,sample_218,1141,0.081152205,567,0.040327169,555,0.039473684,561,0.039900427,564,0.040113798,14060,0.196481,13,4.117354196,-0.102644202,-0.211390376
219,sample_219,1143,0.081294452,574,0.040825036,552,0.039260313,567,0.040327169,542,0.038549075,14060,0.196481,13,4.131656178,-0.051481291,-0.233421482
220,sample_220,1949,0.058262585,1386,0.0414325,1363,0.040744948,1357,0.040565587,1374,0.041073777,33452,0.47984,0,1.815964729,0.010944435,-0.080129274
221,sample_221,1545,0.06349663,989,0.040646063,1006,0.041344731,983,0.040399474,1005,0.041303633,24332,0.346569,0,2.342210934,-0.069873312,-0.018200184
222,sample_222,1553,0.063202019,995,0.040493244,1001,0.040737425,989,0.040249064,1010,0.041103695,24572,0.350025,0,2.312589841,-0.085577603,-0.08090607
223,sample_223,1571,0.06393456,980,0.039882793,991,0.040330457,992,0.040371154,1011,0.041144392,24572,0.350025,0,2.386241671,-0.148310202,-0.12292644
224,sample_224,1574,0.064561116,974,0.039950779,1010,0.0414274,1012,0.041509434,972,0.039868745,24380,0.34733,0,2.449237449,-0.141323674,-0.00966448
225,sample_225,1072,0.084944532,498,0.039461173,487,0.03858954,500,0.039619651,508,0.040253566,12620,0.175909,13,4.498645937,-0.191637782,-0.302680391
226,sample_226,1333,0.06944155,791,0.041206501,788,0.041050219,756,0.039383205,784,0.040841842,19196,0.2714,0,2.939930658,-0.012280202,-0.048609314
227,sample_227,1343,0.069962492,763,0.039747864,762,0.03969577,772,0.040216712,758,0.039487393,19196,0.2714,0,2.99230768,-0.162176124,-0.188459478
232,sample_232,877,0.109460809,309,0.038567149,293,0.036570145,329,0.041063405,318,0.039690464,8012,0.108539,13,6.963584234,-0.283511533,-0.511187942
233,sample_233,877,0.109460809,293,0.036570145,304,0.037943085,330,0.041188218,317,0.039565652,8012,0.108539,13,6.963584234,-0.488732424,-0.369428459
234,sample_234,1488,0.06527461,923,0.04048956,913,0.040050886,921,0.040401825,917,0.040226356,22796,0.324182,0,2.520974219,-0.085956266,-0.151792863
235,sample_235,1949,0.058514471,1358,0.040770986,1345,0.040380689,1361,0.040861054,1372,0.041191305,33308,0.477116,0,1.841290066,-0.057035664,-0.117739874
236,sample_236,1980,0.057457922,1403,0.040713871,1431,0.041526407,1412,0.040975044,1409,0.040887986,34460,0.494569,0,1.735061555,-0.06290503,0.00055833
237,sample_237,1505,0.066299559,919,0.040484581,940,0.041409692,906,0.039911894,916,0.040352423,22700,0.322782,0,2.624025686,-0.086467835,-0.011492862
239,sample_239,1614,0.062048285,1076,0.041365524,1046,0.04021221,1052,0.040442873,1065,0.040942642,26012,0.37073,0,2.196590127,0.004061618,-0.135135803
240,sample_240,1877,0.059708614,1282,0.04078127,1295,0.041194808,1267,0.04030411,1288,0.040972134,31436,0.450251,0,1.961352738,-0.055978843,-0.033680072
241,sample_241,1897,0.058211612,1323,0.040597766,1319,0.040475021,1329,0.040781883,1343,0.041211489,32588,0.466706,0,1.810839698,-0.074836497,-0.107999847
242,sample_242,1816,0.060156354,1243,0.041175301,1238,0.041009673,1237,0.040976547,1247,0.041307804,30188,0.431665,0,2.006369748,-0.015486441,-0.052795796
243,sample_243,1578,0.062628989,1042,0.041355771,1017,0.04036355,1019,0.040442927,1010,0.040085728,25196,0.359075,0,2.254975742,0.003059373,-0.119509575
244,sample_244,1773,0.060363612,1216,0.041399973,1210,0.041195697,1200,0.040855236,1181,0.040208362,29372,0.419943,0,2.027208084,0.007601764,-0.033588376
245,sample_245,1109,0.082245624,543,0.04026995,541,0.040121626,519,0.038490062,522,0.038712548,13484,0.188431,13,4.227289809,-0.108524348,-0.144488835
246,sample_246,1270,0.073106148,681,0.039201013,689,0.039661524,693,0.03989178,689,0.039661524,17372,0.245303,13,3.308380035,-0.218372919,-0.191995427
247,sample_247,1267,0.072933456,694,0.039949344,699,0.040237163,695,0.040006908,680,0.039143449,17372,0.245303,13,3.291017106,-0.141471198,-0.132559293
248,sample_248,1046,0.086848223,498,0.041348389,469,0.038940551,486,0.040352043,481,0.039936898,12044,0.16746,13,4.690048581,0.002300816,-0.266437655
249,sample_249,1050,0.087180339,474,0.039355696,478,0.039687811,475,0.039438725,475,0.039438725,12044,0.16746,13,4.723440454,-0.202477055,-0.189281223
250,sample_250,1875,0.058396661,1300,0.040488352,1322,0.041173539,1316,0.04098667,1307,0.040706366,32108,0.459587,0,1.829445131,-0.086080381,-0.035876169
251,sample_251,1164,0.078500135,574,0.038710548,590,0.039789587,593,0.039991907,601,0.040531427,14828,0.208125,13,3.850707307,-0.268775294,-0.17877261
252,sample_252,1387,0.068487063,839,0.041428007,829,0.040934229,819,0.04044045,834,0.041181118,20252,0.287013,0,2.843963705,0.010482696,-0.060585574
253,sample_253,1412,0.069721509,825,0.040736717,829,0.040934229,802,0.039601027,811,0.040045428,20252,0.287013,0,2.968078523,-0.060557254,-0.060585574
254,sample_254,1632,0.06182755,1060,0.0401576,1058,0.040081831,1063,0.040271253,1075,0.040725868,26396,0.376826,0,2.174396705,-0.120069917,-0.148597772
255,sample_255,1394,0.067395088,829,0.040079288,837,0.040466061,856,0.041384645,820,0.039644169,20684,0.29353,0,2.734173335,-0.128117528,-0.108925067
259,sample_259,1674,0.060872727,1121,0.040763636,1107,0.040254545,1131,0.041127273,1115,0.040545455,27500,0.392773,0,2.078396066,-0.05779094,-0.130764537
260,sample_260,1804,0.060822657,1221,0.041166554,1228,0.041402562,1231,0.041503709,1232,0.041537424,29660,0.424399,0,2.073361832,-0.016385337,-0.012228975
261,sample_261,1777,0.061098886,1203,0.041362949,1176,0.040434603,1183,0.040675285,1208,0.041534865,29084,0.416146,0,2.101134726,0.00379701,-0.112173132
262,sample_262,910,0.105372858,351,0.040643817,350,0.040528022,345,0.03994905,339,0.039254284,8636,0.117925,13,6.552569657,-0.070104143,-0.10252739
263,sample_263,922,0.10676239,338,0.03913849,345,0.03994905,334,0.038675313,354,0.0409912,8636,0.117925,13,6.692277297,-0.224798064,-0.162307642
264,sample_264,977,0.098846621,403,0.040772966,386,0.039053015,399,0.040368272,392,0.039660057,9884,0.135701,13,5.896402654,-0.056832144,-0.254825506
265,sample_265,965,0.097632537,383,0.038749494,401,0.040570619,406,0.041076487,387,0.039154189,9884,0.135701,13,5.774335153,-0.26477298,-0.09812915
266,sample_266,1052,0.085975809,467,0.038166067,479,0.03914678,478,0.039065054,481,0.039310232,12236,0.170033,13,4.60233351,-0.324728461,-0.245144038
267,sample_267,1069,0.087365152,481,0.039310232,469,0.038329519,500,0.040863027,471,0.038492972,12236,0.170033,13,4.74202212,-0.207149101,-0.329528193
268,sample_268,1519,0.065940267,930,0.040371592,934,0.040545234,924,0.04011113,926,0.040197951,23036,0.327418,0,2.587901408,-0.098079099,-0.100750279
269,sample_269,1917,0.057720101,1356,0.040828616,1356,0.040828616,1373,0.041340479,1379,0.041521137,33212,0.476128,0,1.761421795,-0.051113332,-0.071490329
270,sample_270,1619,0.058166271,1138,0.040885248,1137,0.040849321,1132,0.040669685,1149,0.041280448,27834,0.398883,0,1.806281064,-0.045293571,-0.069352507
271,sample_271,1849,0.055999758,1369,0.041462233,1366,0.041371373,1370,0.041492519,1355,0.041038222,33018,0.474551,0,1.588453419,0.013999869,-0.015449335
272,sample_272,1304,0.065324116,816,0.040877668,821,0.041128143,806,0.040376716,804,0.040276525,19962,0.284072,0,2.525951721,-0.046072596,-0.0405634
273,sample_273,1276,0.063921451,814,0.040777477,795,0.039825669,807,0.040426811,812,0.040677287,19962,0.284072,0,2.384923663,-0.056368595,-0.175047107
274,sample_274,824,0.089936695,363,0.03962017,347,0.037873827,364,0.039729317,348,0.037982973,9162,0.126508,13,5.000572596,-0.175298503,-0.37657959
275,sample_275,1618,0.058331531,1146,0.041315163,1149,0.041423318,1122,0.040449924,1118,0.040305718,27738,0.397417,0,1.822896717,-0.001113625,-0.010085886
276,sample_276,1603,0.057790756,1156,0.04167568,1147,0.041351215,1143,0.041207008,1125,0.040558079,27738,0.397417,0,1.768525675,0.035934598,-0.017530724
277,sample_277,1249,0.075222838,664,0.039990364,655,0.039448326,659,0.039689232,671,0.040411949,16604,0.233617,13,3.521198258,-0.137255804,-0.214008704
278,sample_278,1981,0.057486941,1412,0.040975044,1416,0.04109112,1392,0.04039466,1417,0.041120139,34460,0.493983,0,1.737979226,-0.036065818,-0.04438615
279,sample_279,1671,0.063075645,1060,0.040012079,1077,0.040653782,1074,0.040540541,1071,0.040427299,26492,0.378266,0,2.299883921,-0.13502424,-0.089542357
280,sample_280,1755,0.061561667,1163,0.040795566,1168,0.040970956,1154,0.040479865,1167,0.040935878,28508,0.407728,0,2.147664076,-0.054509695,-0.056793441
281,sample_281,1127,0.079612885,575,0.040618819,579,0.040901385,550,0.038852783,566,0.039983046,14156,0.198437,13,3.962586466,-0.072673017,-0.063976812
282,sample_282,1133,0.080036734,567,0.040053687,573,0.040477536,554,0.039135349,579,0.040901385,14156,0.198437,13,4.005201442,-0.130748383,-0.107740214
284,sample_284,1760,0.060019097,1182,0.04030828,1178,0.040171873,1194,0.040717501,1183,0.040342382,29324,0.419627,0,1.992569574,-0.104585355,-0.139300685
285,sample_285,1893,0.059134075,1327,0.041453205,1295,0.04045358,1306,0.040797201,1294,0.040422342,32012,0.458449,0,1.903586841,0.013072146,-0.110213742
286,sample_286,960,0.09437672,410,0.040306724,414,0.040699961,403,0.039618561,409,0.040208415,10172,0.139915,13,5.446985764,-0.104745212,-0.084774324
287,sample_287,1363,0.070475698,791,0.04089969,793,0.041003102,800,0.041365047,763,0.039451913,19340,0.273495,0,3.043906901,-0.043809499,-0.053474199
288,sample_288,1103,0.082982245,539,0.040550707,512,0.03851941,540,0.04062594,521,0.039196509,13292,0.185265,13,4.301351796,-0.07967247,-0.30992151
289,sample_289,1098,0.082606079,547,0.041152573,513,0.038594643,523,0.039346976,518,0.03897081,13292,0.185265,13,4.263530952,-0.017822117,-0.302153496
290,sample_290,1595,0.064283411,1005,0.040504595,1000,0.040303079,997,0.04018217,1030,0.041512172,24812,0.353208,0,2.421316233,-0.084411206,-0.125753314
291,sample_291,1557,0.064627262,979,0.040635896,970,0.040262328,984,0.040843434,993,0.041217001,24092,0.342686,0,2.455888011,-0.070918124,-0.129960997
292,sample_292,1544,0.064087664,974,0.040428358,985,0.040884941,987,0.040967956,999,0.041466047,24092,0.342686,0,2.401635226,-0.092245611,-0.065674645
293,sample_293,986,0.097856292,393,0.039003573,377,0.037415641,379,0.037614133,415,0.041186979,10076,0.138788,13,5.796832111,-0.238662743,-0.423888371
294,sample_294,1650,0.063199019,1058,0.040523977,1066,0.040830397,1056,0.040447372,1078,0.041290026,26108,0.372177,0,2.312288303,-0.082419348,-0.071306473
295,sample_295,1171,0.078464219,616,0.041275797,580,0.038863575,600,0.040203699,584,0.0391316,14924,0.209541,13,3.84709619,-0.005159041,-0.274385602
296,sample_296,1176,0.07879925,615,0.041208791,615,0.041208791,599,0.040136693,591,0.039600643,14924,0.209541,13,3.880781171,-0.012044887,-0.032236323
297,sample_297,1875,0.058309491,1304,0.040552308,1331,0.041391964,1333,0.041454161,1313,0.040832193,32156,0.460771,0,1.820680799,-0.079508016,-0.013323265
298,sample_298,1701,0.060689311,1161,0.041422863,1153,0.041137434,1149,0.04099472,1155,0.041208791,28028,0.400127,0,2.059954825,0.009954049,-0.039604131
299,sample_299,918,0.108101743,343,0.040390956,340,0.040037683,319,0.037564767,310,0.036504946,8492,0.115302,13,6.826939756,-0.09608918,-0.153156167
300,sample_300,912,0.107395195,336,0.039566651,325,0.038271314,314,0.036975977,336,0.039566651,8492,0.115302,13,6.755901415,-0.18079838,-0.33553803
301,sample_301,1305,0.070816149,730,0.039613631,764,0.04145865,751,0.040753202,753,0.040861732,18428,0.260716,0,3.078136873,-0.175970462,-0.006437803
302,sample_302,1839,0.059964784,1265,0.041248207,1254,0.040889527,1256,0.040954741,1270,0.041411243,30668,0.439018,0,1.987108802,-0.007994389,-0.065201183
303,sample_303,1083,0.082975789,513,0.039304321,521,0.039917254,538,0.041219736,517,0.039610788,13052,0.182206,13,4.30070271,-0.207756533,-0.165590701
304,sample_304,1074,0.08228624,512,0.039227705,515,0.039457554,530,0.040606804,529,0.040530187,13052,0.182206,13,4.231373382,-0.21562999,-0.213055819
305,sample_305,1818,0.059187394,1269,0.041313973,1237,0.040272171,1240,0.04036984,1263,0.041118635,30716,0.439734,0,1.908947737,-0.001235929,-0.128944672
306,sample_306,968,0.092120289,429,0.040826037,406,0.038637229,431,0.041016368,429,0.040826037,10508,0.144698,13,5.220117565,-0.051378347,-0.29775645
307,sample_307,973,0.092596117,400,0.038066235,394,0.037495242,417,0.03968405,396,0.037685573,10508,0.144698,13,5.267958701,-0.334987643,-0.415669414
309,sample_309,1480,0.066895679,890,0.040227807,884,0.039956608,889,0.040182607,881,0.039821009,22124,0.314017,0,2.683961281,-0.112855112,-0.161527289
310,sample_310,1468,0.066353282,891,0.040273007,909,0.041086603,910,0.041131803,911,0.041177002,22124,0.314017,0,2.629427057,-0.108210185,-0.044852578
311,sample_311,992,0.093974991,433,0.041019326,410,0.03884047,430,0.040735127,426,0.040356196,10556,0.145645,13,5.406594664,-0.031515209,-0.276771309
312,sample_312,1232,0.073350798,656,0.039056918,684,0.040723982,676,0.040247678,676,0.040247678,16796,0.236928,13,3.332977861,-0.23318073,-0.082294073
313,sample_313,1256,0.074779709,686,0.040843058,669,0.039830912,679,0.040426292,677,0.040307216,16796,0.236928,13,3.476644828,-0.049629239,-0.174505718
314,sample_314,1820,0.059625213,1243,0.040722055,1241,0.040656533,1237,0.040525488,1251,0.040984144,30524,0.437026,0,1.952967318,-0.062064045,-0.089258383
315,sample_315,1502,0.066874443,902,0.040160285,927,0.041273375,894,0.039804096,923,0.04109528,22460,0.319105,0,2.681826207,-0.119793962,-0.0255679
316,sample_316,1411,0.069343424,827,0.040642815,808,0.039709062,823,0.040446236,818,0.040200511,20348,0.288379,0,2.930064791,-0.070207068,-0.187087009
317,sample_317,1399,0.068753686,830,0.04079025,830,0.04079025,815,0.040053076,827,0.040642815,20348,0.288379,0,2.870770749,-0.055056042,-0.075451765
318,sample_318,1796,0.060357575,1235,0.041504234,1214,0.040798494,1208,0.040596854,1207,0.040563248,29756,0.425898,0,2.02660114,0.018316148,-0.074600473
319,sample_319,1834,0.058519464,1271,0.040555201,1301,0.041512444,1274,0.040650925,1295,0.041320996,31340,0.448491,0,1.841792072,-0.079210665,-0.000883411
320,sample_320,1614,0.062278129,1074,0.04144158,1042,0.040206822,1050,0.040515512,1046,0.040361167,25916,0.369558,0,2.21969931,0.011877555,-0.135692097
321,sample_321,1548,0.064769874,992,0.041506276,984,0.041171548,978,0.040920502,977,0.040878661,23900,0.340036,0,2.470226672,0.018525963,-0.036081764
322,sample_322,925,0.10365307,345,0.038659794,361,0.040452712,360,0.040340654,343,0.038435679,8924,0.121618,13,6.379657186,-0.273990976,-0.110303378
