Supplementary_Table1:  Summary of population data (MS+Seq-Gen+ART),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
181,sample_181,1012,0.087151223,446,0.038408543,455,0.039183603,457,0.039355839,459,0.039528074,11612,0.161197,13,4.775337828,-0.306994804,-0.260838318
182,sample_182,1138,0.07878704,593,0.041055109,559,0.038701191,574,0.039739684,566,0.039185821,14444,0.202175,13,3.924973526,-0.031339508,-0.311284032
183,sample_183,1288,0.07353277,687,0.039221283,715,0.040819822,702,0.040077643,686,0.039164193,17516,0.247204,13,3.390785893,-0.222343152,-0.089739425
184,sample_184,1277,0.072904773,700,0.039963462,696,0.039735099,713,0.040705641,714,0.040762731,17516,0.247204,13,3.326939079,-0.145040936,-0.203168531
185,sample_185,1999,0.058090201,1414,0.041090317,1410,0.040974079,1411,0.041003138,1404,0.040799721,34412,0.493701,0,1.820780916,-0.027672395,-0.073608825
186,sample_186,1260,0.074591523,692,0.040966138,696,0.041202936,693,0.041025337,682,0.040374142,16892,0.238005,13,3.498426455,-0.040606414,-0.049677266
187,sample_187,994,0.090462323,432,0.039315617,454,0.041317801,422,0.038405533,416,0.037859483,10988,0.152147,13,5.111968537,-0.212517755,-0.037665875
188,sample_188,1978,0.057721489,1422,0.04149644,1384,0.040387534,1423,0.041525622,1395,0.040708533,34268,0.491426,0,1.783294981,0.014627625,-0.134943683
189,sample_189,928,0.102882483,356,0.039467849,333,0.03691796,369,0.040909091,341,0.037804878,9020,0.122928,13,6.374693307,-0.196661887,-0.497755925
190,sample_190,1942,0.057313186,1375,0.040579625,1398,0.041258411,1383,0.040815724,1400,0.041317436,33884,0.485664,0,1.741783872,-0.080864014,-0.043876289
191,sample_191,889,0.106492573,326,0.03905127,332,0.039770005,338,0.04048874,322,0.038572113,8348,0.113499,13,6.74172154,-0.240051061,-0.199518478
192,sample_192,893,0.10697173,306,0.036655486,327,0.039171059,311,0.037254432,319,0.038212746,8348,0.113499,13,6.790436128,-0.489585841,-0.262150064
193,sample_193,1777,0.06119989,1166,0.040157046,1190,0.040983607,1198,0.041259127,1184,0.040776967,29036,0.415033,0,2.136934708,-0.124877989,-0.072612511
194,sample_194,1347,0.07052356,756,0.039581152,777,0.040680628,767,0.040157068,755,0.039528796,19100,0.270556,0,3.08484752,-0.184860761,-0.104294858
195,sample_195,1340,0.070157068,760,0.039790576,783,0.040994764,780,0.040837696,790,0.041361257,19100,0.270556,0,3.047587237,-0.163048025,-0.071445739
196,sample_196,1133,0.078702417,591,0.04105307,589,0.040914143,588,0.040844679,595,0.041330925,14396,0.201387,13,3.916370205,-0.031551891,-0.079876313
198,sample_198,1620,0.063212112,1054,0.041126892,1046,0.040814734,1060,0.041361011,1058,0.041282972,25628,0.365616,0,2.341511972,-0.023862883,-0.090271475
199,sample_199,1362,0.069221386,789,0.040099614,799,0.040607847,803,0.04081114,787,0.039997967,19676,0.278389,0,2.952458973,-0.130859937,-0.111905561
200,sample_200,863,0.114577801,280,0.037174721,302,0.040095592,291,0.038635157,283,0.037573022,7532,0.10171,13,7.563725232,-0.435504511,-0.165471908
201,sample_201,851,0.112984599,297,0.039431758,297,0.039431758,274,0.03637812,276,0.036643654,7532,0.10171,13,7.401748581,-0.200421015,-0.23488886
202,sample_202,1295,0.072152886,709,0.039503009,724,0.040338756,739,0.041174504,717,0.039948741,17948,0.253629,0,3.250496758,-0.192999824,-0.140044295
203,sample_203,1292,0.071985737,729,0.040617339,724,0.040338756,713,0.039725875,731,0.040728772,17948,0.253629,0,3.233503108,-0.076935842,-0.140044295
204,sample_204,1060,0.083675403,511,0.040337859,502,0.039627408,501,0.039548469,516,0.040732554,12668,0.176744,13,4.42196041,-0.10604529,-0.214429819
205,sample_205,1607,0.062238575,1039,0.040240124,1061,0.041092177,1070,0.041440744,1037,0.040162665,25820,0.367953,0,2.24253505,-0.116224983,-0.061259374
206,sample_206,1748,0.061731883,1156,0.040824975,1169,0.04128408,1140,0.040259924,1141,0.040295239,28316,0.404874,0,2.191021049,-0.055309314,-0.041192129
207,sample_207,1960,0.058091286,1372,0.0406639,1378,0.040841731,1362,0.040367516,1378,0.040841731,33740,0.483775,0,1.820891247,-0.072086198,-0.087448407
208,sample_208,1756,0.060677263,1184,0.040912232,1184,0.040912232,1182,0.040843124,1162,0.040152039,28940,0.413477,0,2.083800661,-0.046220997,-0.080076105
212,sample_212,1769,0.060227427,1220,0.041536157,1203,0.040957374,1209,0.041161651,1182,0.040242408,29372,0.42035,0,2.038067048,0.018764387,-0.075355603
213,sample_213,1849,0.059637466,1258,0.04057541,1257,0.040543156,1266,0.040833441,1257,0.040543156,31004,0.443498,0,1.978087244,-0.081303028,-0.118670321
214,sample_214,987,0.091422749,441,0.040848462,423,0.039181178,410,0.037977029,426,0.039459059,10796,0.149096,13,5.209612563,-0.052862994,-0.261091894
215,sample_215,987,0.091422749,445,0.04121897,428,0.039644313,446,0.041311597,441,0.040848462,10796,0.149096,13,5.209612563,-0.014272473,-0.212662061
216,sample_216,1139,0.079383886,583,0.040632841,586,0.040841929,569,0.039657095,574,0.040005576,14348,0.200794,13,3.98565334,-0.075321236,-0.08742767
217,sample_217,1305,0.073101053,715,0.040051535,736,0.041227874,732,0.041003809,710,0.039771454,17852,0.251712,0,3.346894378,-0.135867634,-0.047069578
218,sample_218,1280,0.07170065,740,0.041451938,710,0.039771454,722,0.040443648,721,0.040387632,17852,0.251712,0,3.204519092,0.009992517,-0.199366916
219,sample_219,1667,0.062584472,1097,0.041184863,1097,0.041184863,1091,0.040959604,1069,0.040133654,26636,0.380441,0,2.277701519,-0.017824957,-0.051567229
220,sample_220,1169,0.07987155,588,0.040174911,576,0.039355015,584,0.039901612,573,0.039150041,14636,0.204826,13,4.035232778,-0.123017271,-0.242913831
221,sample_221,1982,0.05841094,1378,0.040610633,1405,0.041406342,1394,0.041082164,1393,0.041052694,33932,0.486647,0,1.853389541,-0.077634306,-0.028407184
222,sample_222,1851,0.058702271,1274,0.0404034,1309,0.041513383,1290,0.040910821,1295,0.04106939,31532,0.451524,0,1.883008409,-0.09921886,-0.017213926
223,sample_223,1228,0.073532934,660,0.039520958,692,0.041437126,669,0.04005988,688,0.041197605,16700,0.234933,13,3.390802575,-0.19113029,-0.025188147
224,sample_224,1445,0.067814905,884,0.041486766,867,0.040688943,846,0.039703398,859,0.040313497,21308,0.302595,0,2.809465758,0.013619991,-0.103425377
225,sample_225,852,0.112401055,304,0.040105541,292,0.038522427,277,0.036543536,279,0.036807388,7580,0.102354,13,7.342421249,-0.13024259,-0.329977262
226,sample_226,861,0.113588391,274,0.036147757,278,0.036675462,309,0.040765172,291,0.038390501,7580,0.102354,13,7.463134455,-0.542468779,-0.523113903
227,sample_227,1320,0.070527891,769,0.041087839,773,0.04130156,749,0.040019235,753,0.040232956,18716,0.264422,0,3.085287777,-0.027930499,-0.039364199
228,sample_228,1805,0.059414088,1256,0.041342989,1262,0.041540487,1249,0.041112574,1249,0.041112574,30380,0.43499,0,1.955377004,-0.001355191,-0.014379676
229,sample_229,1522,0.06432798,971,0.04103973,980,0.041420118,968,0.040912933,944,0.039898563,23660,0.336944,0,2.454959304,-0.032941412,-0.026966606
230,sample_230,1792,0.060910945,1201,0.04082257,1198,0.040720598,1204,0.040924541,1206,0.040992522,29420,0.420676,0,2.107558452,-0.055559871,-0.100115211
231,sample_231,1547,0.064084507,977,0.040472245,995,0.041217896,992,0.041093621,964,0.03993372,24140,0.343984,0,2.430206084,-0.0920482,-0.048112976
232,sample_232,1010,0.093553168,441,0.040848462,411,0.038069655,444,0.041126343,406,0.037606521,10796,0.149046,13,5.426206572,-0.052862994,-0.377323494
233,sample_233,1018,0.094294183,426,0.039459059,406,0.037606521,432,0.04001482,445,0.04121897,10796,0.149046,13,5.501543618,-0.197577449,-0.425753327
234,sample_234,1899,0.059055853,1313,0.040832193,1330,0.041360866,1336,0.041547456,1322,0.041112079,32156,0.460473,0,1.918956153,-0.05455754,-0.033162629
235,sample_235,987,0.095233501,405,0.039077576,427,0.041200309,413,0.039849479,392,0.037823234,10364,0.14252,13,5.597041539,-0.23731109,-0.049952027
236,sample_236,968,0.093400232,411,0.039656503,406,0.039174064,403,0.038884601,426,0.041103821,10364,0.14252,13,5.410657947,-0.177012469,-0.261835818
237,sample_237,1985,0.057522893,1429,0.041410687,1424,0.041265793,1395,0.040425409,1434,0.041555581,34508,0.495242,0,1.763104234,0.005696008,-0.043104315
238,sample_238,1518,0.066450709,928,0.040623358,936,0.04097356,918,0.040185607,937,0.041017335,22844,0.324899,0,2.67077157,-0.076308881,-0.073663098
239,sample_239,1159,0.080777809,585,0.040772233,567,0.039517703,554,0.038611653,585,0.040772233,14348,0.200949,13,4.127369739,-0.060802722,-0.225901619
240,sample_240,1133,0.07896571,593,0.041329802,561,0.039099526,562,0.039169222,578,0.04028436,14348,0.200949,13,3.943138421,-0.002728668,-0.269630235
241,sample_241,1307,0.07301676,737,0.041173184,707,0.039497207,733,0.040949721,714,0.039888268,17900,0.252852,0,3.338324499,-0.019041313,-0.228044891
242,sample_242,1701,0.061002726,1137,0.040776072,1118,0.040094678,1142,0.040955387,1125,0.040345718,27884,0.398369,0,2.116889546,-0.060402844,-0.165567505
243,sample_243,1672,0.062434653,1088,0.040627334,1078,0.040253921,1107,0.041336819,1094,0.040851382,26780,0.381923,0,2.262469777,-0.07589482,-0.148915525
247,sample_247,1011,0.087426496,446,0.03856797,462,0.039951574,467,0.04038395,438,0.037876167,11564,0.159963,13,4.803324118,-0.290389589,-0.180531857
248,sample_248,1022,0.088377724,478,0.041335178,478,0.041335178,456,0.039432722,467,0.04038395,11564,0.159963,13,4.900032937,-0.002168718,-0.035848778
249,sample_249,1391,0.067563629,845,0.041043326,815,0.039586167,839,0.040751894,822,0.039926171,20588,0.292097,0,2.783919205,-0.032566794,-0.218742372
250,sample_250,1410,0.068486497,820,0.039829027,831,0.040363318,840,0.040800466,825,0.040071887,20588,0.292097,0,2.877744712,-0.15904316,-0.137475851
251,sample_251,1799,0.059030056,1263,0.041442447,1258,0.041278383,1243,0.040786192,1262,0.041409634,30476,0.436172,0,1.916333513,0.009003907,-0.041787829
252,sample_252,1924,0.058694326,1341,0.040909091,1349,0.041153142,1330,0.04057352,1339,0.040848078,32780,0.469943,0,1.882200672,-0.046548182,-0.054884225
253,sample_253,996,0.09392682,400,0.037721614,418,0.039419087,426,0.040173519,405,0.038193135,10604,0.146462,13,5.464194802,-0.378542393,-0.236213831
254,sample_254,887,0.108117991,310,0.037786446,325,0.039614822,323,0.039371039,300,0.036567528,8204,0.111019,13,6.906973488,-0.371789851,-0.215745892
255,sample_255,896,0.109215017,317,0.038639688,330,0.040224281,314,0.038274013,336,0.040955631,8204,0.111019,13,7.018505192,-0.2829197,-0.15201497
256,sample_256,1592,0.064662876,988,0.040129976,1007,0.040901706,1018,0.041348497,995,0.040414297,24620,0.350387,0,2.489007291,-0.12769757,-0.081176835
257,sample_257,1291,0.072511795,729,0.040945855,714,0.040103348,719,0.040384183,734,0.041226691,17804,0.251623,0,3.286986082,-0.042719002,-0.164660926
258,sample_258,1276,0.071669288,738,0.041451359,733,0.041170523,713,0.04004718,718,0.040328016,17804,0.251623,0,3.201330602,0.00993222,-0.053066665
259,sample_259,1524,0.065340422,929,0.039830218,949,0.040687704,931,0.039915966,938,0.040216086,23324,0.331521,0,2.557891611,-0.158919092,-0.103554988
260,sample_260,1223,0.077700127,629,0.039961881,650,0.041296061,613,0.038945362,632,0.040152478,15740,0.22109,13,3.814470015,-0.14520565,-0.039939246
261,sample_261,1916,0.057606735,1349,0.04055923,1354,0.040709561,1343,0.040378833,1379,0.041461215,33260,0.476988,0,1.771628184,-0.082988198,-0.101269368
262,sample_262,906,0.109156627,331,0.039879518,302,0.036385542,317,0.038192771,331,0.039879518,8300,0.112637,13,7.012568779,-0.153784182,-0.553430705
263,sample_263,883,0.106385542,340,0.040963855,317,0.038192771,331,0.039879518,303,0.036506024,8300,0.112637,13,6.730839993,-0.040844139,-0.364449327
264,sample_264,1139,0.0791192,560,0.038899694,579,0.040219505,562,0.039038622,565,0.039247013,14396,0.201593,13,3.958743369,-0.255838521,-0.152514335
265,sample_265,1189,0.075310362,616,0.039016975,630,0.039903724,620,0.039270332,618,0.039143653,15788,0.221896,13,3.571508977,-0.243623069,-0.185535465
266,sample_266,1192,0.07550038,640,0.040537117,647,0.040980492,640,0.040537117,630,0.039903724,15788,0.221896,13,3.590827576,-0.085291449,-0.07293825
267,sample_267,959,0.097977115,397,0.040559869,401,0.040968533,387,0.03953821,382,0.03902738,9788,0.134398,13,5.875977515,-0.082921651,-0.074188759
268,sample_268,1526,0.065561093,935,0.040170132,958,0.041158275,954,0.040986424,938,0.04029902,23276,0.33086,0,2.580326654,-0.123515017,-0.054347525
269,sample_269,1241,0.0740984,655,0.039109147,690,0.041198949,691,0.041258658,691,0.041258658,16748,0.235945,13,3.448291969,-0.234022773,-0.050094204
270,sample_270,994,0.091663593,415,0.038270011,444,0.040944301,445,0.041036518,426,0.039284397,10844,0.150123,13,5.234098492,-0.321423699,-0.076722682
271,sample_271,983,0.090649207,427,0.039376614,425,0.03919218,417,0.038454445,434,0.040022132,10844,0.150123,13,5.130968578,-0.206164587,-0.25994144
272,sample_272,890,0.107852642,319,0.038657295,327,0.039626757,306,0.03708192,323,0.039142026,8252,0.111951,13,6.879996115,-0.281085803,-0.214497841
273,sample_273,893,0.10821619,321,0.038899661,312,0.037809016,304,0.036839554,339,0.04108095,8252,0.111951,13,6.916957098,-0.255842028,-0.40457848
274,sample_274,1123,0.080698477,552,0.039666571,539,0.038732394,558,0.040097729,536,0.038516815,13916,0.194369,13,4.119304247,-0.175963873,-0.308021085
275,sample_275,1124,0.080770336,555,0.03988215,568,0.040816327,564,0.040528888,556,0.03995401,13916,0.194369,13,4.126610035,-0.153510047,-0.090104932
276,sample_276,1449,0.068156162,880,0.041392286,858,0.040357479,852,0.040075259,852,0.040075259,21260,0.301989,0,2.844160411,0.003779396,-0.138086497
277,sample_277,1673,0.060942736,1112,0.040507067,1119,0.040762057,1112,0.040507067,1114,0.040579921,27452,0.392216,0,2.110790607,-0.088421323,-0.095779838
278,sample_278,1894,0.059165313,1306,0.040797201,1319,0.041203299,1316,0.041109584,1314,0.041047107,32012,0.458646,0,1.93008469,-0.058202161,-0.049639364
279,sample_279,1847,0.060037706,1277,0.041509557,1242,0.040371863,1242,0.040371863,1267,0.041184501,30764,0.440022,0,2.01877861,0.015993816,-0.136582326
280,sample_280,1284,0.071159388,738,0.040900022,738,0.040900022,734,0.040678342,744,0.041232543,18044,0.254851,0,3.14949046,-0.047492744,-0.081352905
281,sample_281,1420,0.06755471,857,0.040770695,838,0.039866794,857,0.040770695,854,0.040627973,21020,0.29855,0,2.783012383,-0.060962965,-0.189397309
282,sample_282,1426,0.067840152,846,0.040247383,849,0.040390105,868,0.041294006,837,0.03981922,21020,0.29855,0,2.812032558,-0.115468863,-0.134674824
285,sample_285,1160,0.080847505,569,0.039657095,579,0.040354056,569,0.039657095,563,0.039238918,14348,0.200999,13,4.134455559,-0.176950832,-0.138444388
286,sample_286,1127,0.078547533,570,0.039726791,592,0.041260106,593,0.041329802,557,0.038820742,14348,0.200999,13,3.900623501,-0.169691575,-0.043699055
287,sample_287,1396,0.070263741,816,0.041071069,786,0.039561103,792,0.039863096,785,0.039510771,19868,0.28125,0,3.05843236,-0.029677215,-0.221363246
288,sample_288,962,0.097329017,384,0.038850668,398,0.040267098,393,0.03976123,399,0.040368272,9884,0.136143,13,5.810087087,-0.260944928,-0.147537557
289,sample_289,975,0.098644274,403,0.040772966,395,0.039963577,373,0.037737758,368,0.03723189,9884,0.136143,13,5.943805772,-0.06072634,-0.179276639
290,sample_290,1612,0.063494564,1032,0.040649126,1032,0.040649126,1021,0.04021585,1040,0.040964235,25388,0.361676,0,2.370228178,-0.073625084,-0.107589086
291,sample_291,1008,0.087896756,459,0.040024416,439,0.038280433,449,0.039152424,440,0.038367632,11468,0.159254,13,4.85113422,-0.138692244,-0.355282599
292,sample_292,1013,0.088332752,437,0.038106034,452,0.039414022,448,0.039065225,473,0.041245204,11468,0.159254,13,4.895460757,-0.338502845,-0.23674353
294,sample_294,996,0.092668403,415,0.038611835,444,0.041310011,412,0.038332713,412,0.038332713,10748,0.148635,13,5.336254923,-0.285820773,-0.038480481
295,sample_295,1001,0.093133606,434,0.040379606,435,0.040472646,426,0.039635281,444,0.041310011,10748,0.148635,13,5.383550859,-0.101697166,-0.126043493
296,sample_296,1183,0.076086957,638,0.041034217,604,0.03884744,634,0.040776949,628,0.040391047,15548,0.218094,13,3.650463249,-0.033515611,-0.295990778
297,sample_297,1570,0.065296956,958,0.03984362,974,0.040509067,990,0.041174513,991,0.041216104,24044,0.342218,0,2.553472507,-0.157523172,-0.122234998
298,sample_298,1548,0.064381966,970,0.040342705,981,0.0408002,969,0.040301115,964,0.040093163,24044,0.342218,0,2.460447986,-0.105540564,-0.091791317
299,sample_299,1350,0.068779295,792,0.04035052,788,0.040146729,774,0.039433462,797,0.040605258,19628,0.27824,0,2.907512697,-0.104726626,-0.160124526
301,sample_301,1789,0.060908348,1200,0.040855236,1219,0.041502111,1203,0.040957374,1187,0.040412638,29372,0.42006,0,2.107294437,-0.052157454,-0.018392674
302,sample_302,1523,0.063980844,982,0.041253571,955,0.040119308,965,0.040539405,955,0.040119308,23804,0.338493,0,2.419666893,-0.010668594,-0.162991982
303,sample_303,1028,0.090017513,446,0.039054291,439,0.038441331,449,0.039316988,436,0.038178634,11420,0.158547,13,5.066745947,-0.239736411,-0.338457493
304,sample_304,1817,0.05952693,1265,0.041442799,1246,0.040820338,1249,0.040918621,1268,0.041541082,30524,0.43679,0,1.966849291,0.009040632,-0.089685444
305,sample_305,1481,0.064967538,906,0.039743815,915,0.040138621,912,0.040007019,945,0.041454641,22796,0.32443,0,2.519981513,-0.167918477,-0.160972413
307,sample_307,1808,0.059418956,1231,0.040456159,1253,0.041179177,1250,0.041080584,1243,0.040850532,30428,0.435297,0,1.955871922,-0.093723695,-0.052161762
308,sample_308,1195,0.077577253,619,0.040184368,617,0.040054531,627,0.040703713,600,0.038950922,15404,0.216638,13,3.8019777,-0.12203232,-0.169765629
309,sample_309,1111,0.080670927,565,0.041025269,564,0.040952658,562,0.040807435,537,0.038992158,13772,0.192161,13,4.116503306,-0.034447593,-0.075848838
310,sample_310,930,0.097402597,360,0.037704231,372,0.038961039,386,0.040427315,357,0.037390029,9548,0.13113,13,5.817567853,-0.380352958,-0.284111789
311,sample_311,931,0.097507331,388,0.040636783,386,0.040427315,391,0.040950984,387,0.040532049,9548,0.13113,13,5.828215878,-0.074910679,-0.13078379
312,sample_312,854,0.1133829,281,0.037307488,307,0.040759426,287,0.038104089,296,0.039298991,7532,0.101578,13,7.442242744,-0.42167607,-0.096054957
313,sample_313,877,0.116436537,270,0.035847053,283,0.037573022,302,0.040095592,270,0.035847053,7532,0.101578,13,7.752697991,-0.57378892,-0.429256324
317,sample_317,1951,0.05766048,1397,0.041287386,1394,0.041198723,1393,0.041169169,1385,0.040932734,33836,0.48528,0,1.77709231,-0.007146525,-0.050117824
318,sample_318,1888,0.058889582,1313,0.04095446,1316,0.041048035,1312,0.040923269,1318,0.041110418,32060,0.459508,0,1.902051854,-0.041822687,-0.065875255
319,sample_319,1059,0.086888743,503,0.041270102,469,0.038480473,473,0.038808664,467,0.038316377,12188,0.169594,13,4.748652199,-0.008946804,-0.334364468
